
90,90,-1.0,31.0,-1.0,-1.0,0,-1.0,128.0,-1.0,-1.0,-1.0,49.0,-1.0,-1.0,,90,RIGHT,,90,-1.6
91,91,-1.0,-1.0,76.0,-1.0,26,-1.0,-1.0,180.0,-1.0,-1.0,-1.0,69.0,-1.0,,91,LEFT,,91,0.0
92,92,-1.0,-1.0,77.0,-1.0,25,-1.0,-1.0,179.0,-1.0,-1.0,-1.0,70.0,-1.0,,92,UP,,92,0.0
93,93,-1.0,-1.0,31.0,-1.0,0,-1.0,-1.0,173.0,-1.0,-1.0,-1.0,80.0,-1.0,,93,UP,,93,0.0
94,94,31.0,-1.0,-1.0,-1.0,0,168.0,-1.0,-1.0,-1.0,49.0,-1.0,-1.0,-1.0,,94,RIGHT,,94,0.0
95,95,73.0,-1.0,-1.0,-1.0,0,161.0,-1.0,-1.0,-1.0,64.0,-1.0,-1.0,-1.0,,95,DOWN,,95,0.0
96,96,41.0,-1.0,-1.0,-1.0,0,156.0,-1.0,-1.0,-1.0,47.0,-1.0,-1.0,-1.0,,96,UP,,96,0.0
97,97,-1.0,-1.0,-1.0,28.0,0,-1.0,-1.0,-1.0,149.0,-1.0,-1.0,-1.0,40.0,,97,LEFT,,97,0.0
98,98,-1.0,-1.0,-1.0,49.0,0,-1.0,-1.0,-1.0,140.0,-1.0,-1.0,-1.0,15.0,,98,RIGHT,,98,0.0
99,99,-1.0,28.0,-1.0,-1.0,0,-1.0,133.0,-1.0,-1.0,-1.0,44.0,-1.0,-1.0,,99,LEFT,,99,0.0
100,100,-1.0,26.0,-1.0,-1.0,0,-1.0,185.0,-1.0,-1.0,-1.0,40.0,-1.0,-1.0,,100,LEFT,,100,0.0
101,101,-1.0,-1.0,26.0,-1.0,0,-1.0,-1.0,173.0,-1.0,-1.0,-1.0,64.0,-1.0,,101,RIGHT,,101,0.0
102,102,-1.0,-1.0,54.0,-1.0,0,-1.0,-1.0,173.0,-1.0,-1.0,-1.0,44.0,-1.0,,102,RIGHT,,102,0.0
103,103,-1.0,-1.0,26.0,-1.0,0,-1.0,-1.0,171.0,-1.0,-1.0,-1.0,42.0,-1.0,,103,RIGHT,,103,0.0
104,104,70.0,-1.0,-1.0,-1.0,0,161.0,-1.0,-1.0,-1.0,96.0,-1.0,-1.0,-1.0,,104,DOWN,,104,0.0
